Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,2343.000000,2446.949951,2319.350098,2340.050049,2238.748779,26569848
2021-06-01,2347.000000,2533.949951,2330.600098,2471.300049,2364.316895,32268417
2021-07-01,2484.000000,2513.399902,2318.000000,2333.300049,2248.443115,22440490
2021-08-01,2342.000000,2737.449951,2324.600098,2724.100098,2625.030518,35233493
2021-09-01,2745.000000,2859.300049,2677.000000,2701.800049,2603.541260,33475102
2021-10-01,2706.000000,2734.000000,2368.000000,2393.149902,2306.116455,40011262
2021-11-01,2393.000000,2449.000000,2284.699951,2317.550049,2246.989990,32587886
2021-12-01,2340.000000,2389.899902,2201.149902,2360.149902,2288.292969,28839519
2022-01-01,2378.000000,2425.000000,2240.899902,2273.750000,2204.523682,35155340
2022-02-01,2303.300049,2333.000000,2120.000000,2172.100098,2105.968506,28162744
2022-03-01,2172.100098,2172.100098,1901.550049,2048.649902,1986.276855,59675399
2022-04-01,2054.899902,2290.000000,2038.400024,2234.850098,2166.808105,39286419
2022-05-01,2220.000000,2388.000000,2106.199951,2353.250000,2281.603271,39413696
2022-06-01,2370.000000,2413.800049,2100.000000,2230.600098,2162.687500,39276021
2022-07-01,2226.000000,2654.000000,2203.600098,2637.399902,2579.678711,43650322
2022-08-01,2637.500000,2715.000000,2550.000000,2659.850098,2601.637207,27338752
2022-09-01,2650.000000,2729.000000,2508.050049,2696.449951,2637.436279,35817385
2022-10-01,2723.000000,2734.000000,2488.000000,2550.699951,2494.875977,25610779
2022-11-01,2569.000000,2698.000000,2428.100098,2684.350098,2625.601318,28507867
2022-12-01,2680.000000,2741.600098,2539.399902,2561.050049,2521.807129,28106599
2023-01-01,2573.899902,2693.500000,2527.050049,2576.750000,2537.266357,35595413
2023-02-01,2600.199951,2657.449951,2435.649902,2460.649902,2422.945313,27497229
2023-03-01,2458.000000,2568.449951,2393.000000,2560.350098,2521.117920,30309893
2023-04-01,2570.000000,2588.550049,2419.000000,2457.300049,2419.646973,25501376
2023-05-01,2457.300049,2680.000000,2450.000000,2667.550049,2626.675293,29734853
2023-06-01,2667.000000,2738.199951,2620.100098,2678.149902,2637.112793,25374578
2023-07-01,2687.000000,2769.649902,2553.000000,2560.800049,2542.155273,35070506
2023-08-01,2570.000000,2591.750000,2488.100098,2505.050049,2486.811279,29261678
2023-09-01,2505.050049,2549.000000,2442.899902,2465.600098,2447.648438,31969267
2023-10-01,2465.600098,2582.000000,2455.649902,2484.000000,2465.914307,30344853
2023-11-01,2485.000000,2554.500000,2463.300049,2545.550049,2527.016357,26383555
2023-12-01,2547.500000,2667.100098,2497.000000,2663.949951,2663.949951,36783692
2024-01-01,2663.850098,2669.399902,2365.449951,2481.550049,2481.550049,35586379
2024-02-01,2475.100098,2511.550049,2346.750000,2412.300049,2412.300049,30552116
2024-03-01,2416.949951,2438.800049,2232.000000,2264.350098,2264.350098,44106620
2024-04-01,2270.000000,2298.000000,2172.050049,2230.449951,2230.449951,44317176
2024-05-01,2230.449951,2409.000000,2204.000000,2329.050049,2329.050049,44381556
2024-06-01,null,null,null,null,null,null
