Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,3903.000000,3994.899902,3525.000000,3942.399902,3809.801514,8118489
2021-06-01,3956.000000,4247.850098,3770.000000,4071.300049,3934.366455,6850328
2021-07-01,4085.550049,4727.799805,3970.000000,4684.350098,4526.796875,9909954
2021-08-01,4737.000000,5375.000000,4648.500000,5312.450195,5176.648438,6788093
2021-09-01,5356.000000,6498.500000,5265.750000,5765.149902,5617.775391,7348200
2021-10-01,5758.000000,7155.000000,5610.000000,6682.299805,6511.480469,12530941
2021-11-01,6720.000000,7564.950195,6392.350098,6809.700195,6650.869629,5312762
2021-12-01,6820.000000,7362.000000,6464.100098,7332.000000,7160.987305,7683598
2022-01-01,7338.000000,7588.799805,5722.000000,6270.350098,6124.099121,8988869
2022-02-01,6390.000000,6432.299805,5580.000000,5849.799805,5713.358398,5228913
2022-03-01,5849.799805,6524.799805,5755.200195,6155.399902,6011.830566,7085936
2022-04-01,6148.950195,6430.000000,4713.100098,4839.049805,4726.182617,11984322
2022-05-01,4800.000000,4823.950195,3733.300049,4253.700195,4154.486328,12683999
2022-06-01,4274.850098,4455.000000,3900.000000,3975.449951,3882.726074,8113649
2022-07-01,3945.000000,4835.000000,3833.149902,4730.750000,4654.576660,12290503
2022-08-01,4760.000000,5046.000000,4400.000000,4641.700195,4566.960449,6852701
2022-09-01,4570.000000,4850.000000,4261.350098,4457.850098,4386.070801,7808943
2022-10-01,4457.000000,4820.000000,4378.000000,4739.850098,4663.530273,5253906
2022-11-01,4735.049805,5360.000000,4693.000000,4838.549805,4760.640625,8306611
2022-12-01,4838.549805,5107.750000,4225.000000,4365.399902,4295.109375,10542134
2023-01-01,4365.399902,4544.950195,4121.000000,4368.549805,4298.208496,8649418
2023-02-01,4393.000000,4975.049805,4331.049805,4722.049805,4666.997070,9883472
2023-03-01,4722.049805,4845.000000,4480.000000,4759.649902,4704.158691,7753261
2023-04-01,4760.000000,4848.000000,4132.200195,4419.450195,4367.924805,10016729
2023-05-01,4419.450195,5054.700195,4419.450195,4998.399902,4940.125000,7918395
2023-06-01,5018.750000,5230.000000,4776.100098,5197.200195,5136.607422,9025413
2023-07-01,5226.000000,5430.000000,4776.200195,4891.649902,4834.619629,18715315
2023-08-01,4929.000000,5253.399902,4831.049805,5193.399902,5173.311523,7243271
2023-09-01,5224.799805,5593.399902,5128.000000,5209.850098,5189.697754,6703636
2023-10-01,5209.850098,5513.000000,5037.649902,5060.399902,5040.825684,7157502
2023-11-01,5065.000000,5637.649902,4989.049805,5536.700195,5536.700195,6028559
2023-12-01,5600.000000,6356.000000,5454.000000,6294.950195,6294.950195,10110810
2024-01-01,6308.799805,6324.000000,5310.299805,5448.549805,5448.549805,13085175
2024-02-01,5430.000000,5594.950195,5267.000000,5300.850098,5300.850098,8026405
2024-03-01,5315.000000,5348.450195,4908.049805,4938.399902,4938.399902,9284332
2024-04-01,4955.000000,4979.750000,4591.500000,4706.399902,4706.399902,10656125
2024-05-01,4706.399902,4933.450195,4565.500000,4701.899902,4701.899902,7846225
2024-06-01,4825.000000,5007.950195,4513.549805,4977.200195,4977.200195,3214786
