Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,520.232605,566.366455,509.140869,525.042358,520.328857,255127039
2021-06-01,527.545349,541.336426,509.435364,515.962769,511.330780,179668817
2021-07-01,519.251038,566.072021,510.416931,551.299377,546.350159,237751448
2021-08-01,555.569214,655.787598,549.679749,651.812195,645.960693,456759310
2021-09-01,655.689453,739.122986,636.057983,688.299988,682.120911,504021888
2021-10-01,687.349976,714.650024,667.650024,685.349976,679.197327,211025300
2021-11-01,689.950012,781.799988,689.599976,728.250000,721.712280,242955974
2021-12-01,733.000000,737.400024,645.099976,683.799988,677.661316,183487949
2022-01-01,687.799988,754.000000,677.349976,729.299988,722.752808,170109319
2022-02-01,733.000000,735.000000,645.450012,686.500000,680.337036,124151162
2022-03-01,686.500000,769.900024,639.000000,754.950012,748.172546,151109715
2022-04-01,759.799988,780.700012,716.849976,739.000000,732.365784,113046212
2022-05-01,734.000000,742.950012,667.849976,700.200012,693.914124,175015440
2022-06-01,701.549988,706.200012,634.200012,684.950012,678.800964,135749771
2022-07-01,684.849976,696.599976,628.750000,677.950012,671.863831,134664198
2022-08-01,677.950012,754.200012,677.049988,726.599976,720.077087,163666823
2022-09-01,726.500000,809.000000,686.200012,799.900024,796.242493,294986256
2022-10-01,803.400024,833.799988,759.849976,832.000000,828.195740,95573650
2022-11-01,828.000000,860.549988,804.200012,848.750000,844.869141,121204841
2022-12-01,853.000000,853.200012,760.099976,806.099976,802.414124,92554041
2023-01-01,806.250000,826.099976,751.650024,770.299988,766.777832,144541778
2023-02-01,775.950012,795.849976,738.450012,742.250000,738.856079,90581909
2023-03-01,742.400024,795.000000,735.799988,749.000000,745.575256,97472910
2023-04-01,755.000000,802.049988,752.049988,799.299988,795.645203,70618011
2023-05-01,799.299988,888.750000,773.650024,849.900024,846.013916,160476176
2023-06-01,837.950012,883.000000,819.000000,878.750000,874.731934,96971919
2023-07-01,880.000000,901.400024,853.299988,889.900024,885.830994,107508890
2023-08-01,894.500000,900.549988,847.049988,856.400024,852.484192,95832731
2023-09-01,853.150024,948.700012,852.750000,926.400024,926.400024,101405841
2023-10-01,926.400024,960.250000,900.049988,914.400024,914.400024,88728562
2023-11-01,903.000000,1018.200012,895.450012,1014.700012,1014.700012,83219354
2023-12-01,1015.000000,1045.949951,960.000000,1032.199951,1032.199951,113387516
2024-01-01,1031.949951,1200.650024,1007.000000,1170.699951,1170.699951,122051057
2024-02-01,1165.050049,1175.199951,1097.650024,1123.349976,1123.349976,119130622
2024-03-01,1128.000000,1245.000000,1117.400024,1228.599976,1228.599976,132096528
2024-04-01,1228.000000,1354.000000,1183.099976,1322.300049,1322.300049,143773071
2024-05-01,1322.300049,1407.000000,1258.150024,1372.750000,1372.750000,142399354
2024-06-01,1415.300049,1430.650024,1219.050049,1425.250000,1425.250000,60677600
