Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,1325.500000,1499.650024,1319.150024,1467.699951,1429.698975,64894556
2021-06-01,1465.949951,1583.000000,1447.250000,1500.550049,1461.698486,56513132
2021-07-01,1497.099976,1647.150024,1475.500000,1601.449951,1559.985962,54346879
2021-08-01,1606.300049,1684.949951,1562.750000,1672.199951,1647.341675,45594762
2021-09-01,1672.250000,1810.000000,1655.199951,1702.949951,1677.634521,45305971
2021-10-01,1697.500000,1885.000000,1684.050049,1766.650024,1740.387695,51924175
2021-11-01,1776.000000,1981.750000,1735.150024,1764.750000,1738.515869,59348794
2021-12-01,1764.000000,1909.000000,1762.050049,1895.900024,1867.716309,47423210
2022-01-01,1895.000000,2078.550049,1850.099976,1909.199951,1880.818481,43324725
2022-02-01,1928.650024,2008.000000,1751.000000,1816.750000,1789.742920,45726560
2022-03-01,1816.750000,1826.949951,1595.000000,1767.650024,1741.372803,54738103
2022-04-01,1759.000000,1858.000000,1652.000000,1694.349976,1669.162354,42953801
2022-05-01,1668.599976,1685.949951,1502.000000,1654.500000,1629.904907,48045645
2022-06-01,1653.550049,1673.699951,1456.349976,1558.250000,1535.085571,45520427
2022-07-01,1560.949951,1832.500000,1534.599976,1808.050049,1781.172241,44010200
2022-08-01,1808.000000,1944.000000,1773.000000,1922.500000,1918.174316,37820256
2022-09-01,1905.000000,1995.000000,1797.400024,1847.699951,1843.542603,41447320
2022-10-01,1852.000000,2034.650024,1814.000000,2023.099976,2018.547974,34531607
2022-11-01,2032.000000,2095.800049,1970.199951,2074.850098,2070.181641,35723843
2022-12-01,2085.250000,2211.600098,2050.100098,2085.800049,2081.106934,41471157
2023-01-01,2092.899902,2297.649902,2058.000000,2124.399902,2119.619873,44603125
2023-02-01,2133.000000,2262.000000,2080.300049,2109.149902,2104.404297,45064472
2023-03-01,2100.000000,2246.250000,2100.000000,2164.199951,2159.330566,46048462
2023-04-01,2180.000000,2369.000000,2155.000000,2364.399902,2359.080078,33280508
2023-05-01,2364.399902,2416.350098,2168.500000,2205.649902,2200.687256,52043036
2023-06-01,2217.000000,2483.500000,2202.149902,2475.550049,2469.979980,37566287
2023-07-01,2478.199951,2690.000000,2420.000000,2681.350098,2675.317139,37013810
2023-08-01,2681.350098,2766.800049,2586.300049,2702.699951,2696.618896,33190957
2023-09-01,2710.000000,3058.350098,2688.300049,3023.550049,3023.550049,46954858
2023-10-01,3023.550049,3114.949951,2856.149902,2929.050049,2929.050049,39716500
2023-11-01,2947.449951,3124.550049,2871.050049,3109.199951,3109.199951,29899995
2023-12-01,3129.949951,3559.949951,3121.050049,3526.000000,3526.000000,39204400
2024-01-01,3538.000000,3737.899902,3387.050049,3479.750000,3479.750000,46679976
2024-02-01,3480.000000,3513.000000,3263.050049,3477.550049,3477.550049,59150939
2024-03-01,3501.649902,3813.350098,3481.000000,3763.899902,3763.899902,44604016
2024-04-01,3780.850098,3860.000000,3472.399902,3594.300049,3594.300049,42599949
2024-05-01,3594.300049,3744.800049,3225.199951,3669.300049,3669.300049,74979898
2024-06-01,3855.399902,3919.899902,3175.050049,3532.500000,3532.500000,40315268
