Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,2779.949951,3033.399902,2766.649902,3007.500000,2775.477051,20655384
2021-06-01,3016.500000,3090.000000,2852.000000,2902.600098,2678.669922,15887268
2021-07-01,2905.000000,2968.949951,2740.000000,2763.300049,2550.116455,10344914
2021-08-01,2770.100098,2865.899902,2636.000000,2741.850098,2539.265625,11729264
2021-09-01,2759.000000,2954.449951,2702.600098,2832.500000,2623.218018,13614264
2021-10-01,2827.199951,2950.000000,2639.000000,2657.100098,2460.777344,9770053
2021-11-01,2675.000000,2784.800049,2424.050049,2449.300049,2268.331055,13948058
2021-12-01,2480.000000,2552.000000,2310.000000,2462.100098,2280.185303,9733164
2022-01-01,2463.000000,2789.000000,2463.000000,2724.300049,2523.012451,12932662
2022-02-01,2748.000000,2872.300049,2440.000000,2535.449951,2348.115723,16200932
2022-03-01,2535.449951,2535.449951,2146.850098,2294.149902,2171.614258,20152597
2022-04-01,2185.000000,2552.000000,2150.000000,2506.649902,2372.764160,17658313
2022-05-01,2460.199951,2809.949951,2371.000000,2773.899902,2625.739746,18291511
2022-06-01,2799.899902,2809.000000,2433.899902,2719.699951,2574.434814,15863831
2022-07-01,2715.000000,2891.800049,2683.350098,2818.050049,2667.531494,9862014
2022-08-01,2834.949951,2938.600098,2730.000000,2837.699951,2720.124512,14465729
2022-09-01,2820.000000,2903.000000,2510.000000,2549.199951,2443.578125,15906392
2022-10-01,2538.500000,2734.899902,2502.750000,2676.850098,2565.939209,8914026
2022-11-01,2690.250000,2861.000000,2573.449951,2851.899902,2733.736084,12404777
2022-12-01,2855.000000,2884.000000,2611.600098,2738.850098,2625.370361,7138639
2023-01-01,2738.850098,2812.000000,2663.000000,2763.250000,2648.759277,5336785
2023-02-01,2775.550049,2822.850098,2410.350098,2419.100098,2318.868896,8809408
2023-03-01,2415.000000,2491.750000,2246.000000,2347.350098,2308.788818,7116566
2023-04-01,2385.000000,2567.000000,2372.050049,2558.600098,2516.568359,8555327
2023-05-01,2558.600098,2795.000000,2466.000000,2759.899902,2714.561523,14363331
2023-06-01,2758.850098,3026.000000,2745.050049,2910.100098,2862.294189,16495680
2023-07-01,2875.000000,3230.000000,2862.399902,3203.699951,3151.071045,19526816
2023-08-01,3224.949951,3244.000000,2890.000000,2915.949951,2900.317627,18184882
2023-09-01,2932.949951,3132.850098,2908.000000,3057.250000,3040.860107,8930951
2023-10-01,3057.250000,3275.000000,2923.949951,3088.350098,3071.793457,10476471
2023-11-01,3095.949951,3884.500000,3041.500000,3819.050049,3798.576172,17677873
2023-12-01,3860.000000,4193.399902,3683.000000,4139.549805,4117.357910,15939842
2024-01-01,4139.549805,4662.000000,3929.850098,4621.549805,4596.773926,15418481
2024-02-01,4621.700195,4949.049805,4349.049805,4426.500000,4402.769531,16748549
2024-03-01,4459.899902,4750.000000,4445.200195,4722.299805,4722.299805,11112711
2024-04-01,4740.000000,4779.750000,4168.149902,4543.049805,4543.049805,15270323
2024-05-01,4543.049805,5225.000000,4414.649902,5119.600098,5119.600098,18934492
2024-06-01,5280.000000,5775.200195,4920.250000,5581.850098,5581.850098,7101486
