Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,1090.099976,1202.494995,1081.415039,1180.630005,1179.297363,69113720
2021-06-01,1183.000000,1252.000000,1143.050049,1210.905029,1209.538086,67368050
2021-07-01,1219.800049,1492.500000,1165.099976,1422.219971,1420.614502,72781800
2021-08-01,1437.500000,1720.000000,1385.275024,1714.875000,1713.354492,79955060
2021-09-01,1716.645020,1881.300049,1648.405029,1778.675049,1777.098022,64669200
2021-10-01,1773.604980,1932.500000,1705.000000,1782.114990,1780.534912,61741940
2021-11-01,1790.000000,1851.099976,1627.364990,1723.734985,1722.206665,49613220
2021-12-01,1744.400024,1789.000000,1545.000000,1640.619995,1639.165405,55550040
2022-01-01,1640.650024,1862.099976,1501.199951,1568.954956,1567.563843,64329490
2022-02-01,1582.895020,1675.000000,1520.000000,1601.255005,1599.835327,61940150
2022-03-01,1601.255005,1730.000000,1379.989990,1706.045044,1704.532471,64277990
2022-04-01,1703.000000,1748.000000,1466.064941,1491.114990,1489.792969,48018330
2022-05-01,1461.285034,1505.875000,1206.224976,1293.400024,1292.253296,67891790
2022-06-01,1295.900024,1322.000000,1090.900024,1093.175049,1092.205811,71063150
2022-07-01,1092.000000,1522.324951,1072.719971,1504.760010,1503.967407,93794930
2022-08-01,1519.994995,1714.150024,1486.135010,1696.214966,1695.321533,80385360
2022-09-01,1681.000000,1844.000000,1621.000000,1678.349976,1677.465942,91462720
2022-10-01,1686.000000,1740.400024,1621.000000,1687.500000,1686.611206,30627921
2022-11-01,1692.000000,1817.900024,1620.000000,1626.500000,1625.643311,43858362
2022-12-01,1634.800049,1655.000000,1483.150024,1547.849976,1547.034668,35462140
2023-01-01,1550.000000,1570.000000,1302.050049,1342.449951,1341.742798,58161547
2023-02-01,1348.000000,1435.000000,1246.849976,1334.900024,1334.196899,35830429
2023-03-01,1335.699951,1399.449951,1215.000000,1266.500000,1265.832886,40902790
2023-04-01,1273.000000,1374.000000,1265.500000,1354.650024,1353.936523,27801142
2023-05-01,1354.650024,1468.500000,1330.000000,1451.050049,1450.285767,32471262
2023-06-01,1455.500000,1553.300049,1444.000000,1528.000000,1527.195190,23706308
2023-07-01,1528.000000,1664.900024,1526.599976,1598.300049,1598.300049,39745455
2023-08-01,1598.300049,1599.949951,1451.000000,1488.900024,1488.900024,32359689
2023-09-01,1494.000000,1591.000000,1487.349976,1540.250000,1540.250000,27848173
2023-10-01,1540.250000,1676.750000,1521.150024,1569.550049,1569.550049,32829911
2023-11-01,1574.900024,1679.900024,1527.900024,1673.500000,1673.500000,26895706
2023-12-01,1680.000000,1741.000000,1637.050049,1685.800049,1685.800049,24827715
2024-01-01,1685.800049,1723.949951,1559.000000,1627.300049,1627.300049,29763238
2024-02-01,1632.000000,1664.000000,1551.500000,1593.800049,1593.800049,26126111
2024-03-01,1597.949951,1669.000000,1530.800049,1643.849976,1643.849976,27188785
2024-04-01,1659.050049,1722.000000,1568.699951,1615.000000,1615.000000,29375461
2024-05-01,1615.000000,1725.000000,1517.000000,1528.599976,1528.599976,28224396
2024-06-01,1580.000000,1583.000000,1419.050049,1567.699951,1567.699951,13350592
