Date,Open,High,Low,Close,Adj Close,Volume
2021-05-01,1334.000000,1514.400024,1272.099976,1429.800049,1347.207520,38782104
2021-06-01,1435.000000,1529.599976,1336.949951,1342.650024,1265.091675,42428377
2021-07-01,1349.699951,1470.500000,1325.750000,1390.099976,1315.240601,26175400
2021-08-01,1396.000000,1430.000000,1216.000000,1352.699951,1279.854736,28262138
2021-09-01,1352.400024,1425.900024,1285.750000,1298.849976,1228.904785,23724265
2021-10-01,1293.849976,1588.000000,1273.300049,1436.199951,1358.858032,28999249
2021-11-01,1455.000000,1696.400024,1388.550049,1406.699951,1330.946777,26666783
2021-12-01,1430.000000,1531.750000,1157.199951,1217.000000,1157.022827,24341090
2022-01-01,1221.800049,1299.849976,1103.199951,1228.400024,1167.860962,24029920
2022-02-01,1248.599976,1304.349976,1060.000000,1124.199951,1068.796143,20901438
2022-03-01,1124.199951,1147.300049,1002.000000,1134.849976,1078.921387,26182904
2022-04-01,1135.000000,1239.000000,1076.349976,1202.050049,1155.656128,28477104
2022-05-01,1189.699951,1257.449951,1047.099976,1176.199951,1130.803711,28594057
2022-06-01,1175.199951,1297.199951,1112.550049,1281.349976,1231.895508,19647754
2022-07-01,1266.199951,1509.000000,1233.699951,1379.750000,1326.497559,19935553
2022-08-01,1380.000000,1425.300049,1298.199951,1354.650024,1302.366455,17090535
2022-09-01,1342.000000,1391.550049,1146.000000,1197.550049,1151.329834,18591579
2022-10-01,1200.000000,1283.849976,1157.650024,1229.150024,1181.710205,12032045
2022-11-01,1231.500000,1375.000000,1195.849976,1350.000000,1297.895874,25476913
2022-12-01,1346.449951,1419.500000,1251.349976,1376.900024,1323.757690,22543959
2023-01-01,1381.000000,1390.000000,1227.400024,1286.599976,1236.942871,11276278
2023-02-01,1328.000000,1366.900024,1190.000000,1203.349976,1169.565430,11923620
2023-03-01,1207.000000,1314.699951,1193.000000,1259.400024,1224.041748,23238499
2023-04-01,1266.000000,1469.300049,1266.000000,1332.599976,1295.186646,12777160
2023-05-01,1332.599976,1423.400024,1306.000000,1399.750000,1360.451416,15114508
2023-06-01,1399.750000,1793.550049,1385.750000,1735.199951,1686.483398,45183711
2023-07-01,1752.699951,1898.000000,1703.849976,1893.150024,1866.394043,34788024
2023-08-01,1893.150024,1939.000000,1760.099976,1928.300049,1901.047241,25927168
2023-09-01,1930.000000,1971.800049,1856.349976,1919.349976,1892.223755,26246626
2023-10-01,1919.349976,2029.699951,1760.849976,1879.849976,1853.281982,27084173
2023-11-01,1884.000000,2051.000000,1876.150024,2007.199951,1978.832153,18592685
2023-12-01,2014.000000,2130.000000,1972.000000,2053.300049,2044.588989,26768901
2024-01-01,2055.550049,2496.550049,2016.000000,2466.800049,2456.334717,31291361
2024-02-01,2411.000000,2535.000000,2235.250000,2438.600098,2428.254395,28114654
2024-03-01,2469.500000,2499.899902,2264.750000,2359.800049,2359.800049,39102985
2024-04-01,2371.000000,2605.649902,2325.100098,2551.699951,2551.699951,28512229
2024-05-01,2551.699951,2658.000000,2265.000000,2354.050049,2354.050049,28685118
2024-06-01,2450.000000,2546.949951,2193.000000,2497.949951,2497.949951,10854578
